pop_edu_attain_id,state_id,state_name,state_edu_attained,state_edu_attained_count,state_edu_attained_percentage,education_id
200,34,Connecticut,Some College,416175.0,0.1676,4
207,27,Utah,Some College,469224.0,0.2572,4
214,52,Puerto Rico,Some College,290203.0,0.1237,4
221,33,Nevada,Some College,521900.0,0.2552,4
228,28,Iowa,Some College,438917.0,0.2097,4
235,30,Arkansas,Some College,449597.0,0.2235,4
242,31,Mississippi,Some College,440191.0,0.2228,4
249,32,Kansas,Some College,437157.0,0.2298,4
256,36,New Mexico,Some College,328226.0,0.2339,4
263,35,Nebraska,Some College,285487.0,0.2282,4
270,37,Idaho,Some College,290307.0,0.2602,4
277,39,West Virginia,Some College,239826.0,0.1863,4
284,50,Hawaii,Some College,207661.0,0.2091,4
291,45,New Hampshire,Some College,177410.0,0.1847,4
298,48,Maine,Some College,187750.0,0.1927,4
305,42,Montana,Some College,169484.0,0.2343,4
312,40,Rhode Island,Some College,132485.0,0.1797,4
319,44,Delaware,Some College,126281.0,0.1887,4
326,41,South Dakota,Some College,120919.0,0.2113,4
333,43,North Dakota,Some College,110569.0,0.2233,4
340,46,Alaska,Some College,128500.0,0.2674,4
354,51,Vermont,Some College,75351.0,0.1711,4
361,47,Wyoming,Some College,99677.0,0.2552,4
5,1,California,Associates Degree,2073820.0,0.0783,5
12,2,Texas,Associates Degree,1309000.0,0.0722,5
19,3,Florida,Associates Degree,1468740.0,0.0981,5
26,4,New York,Associates Degree,1190240.0,0.0873,5
33,8,Pennsylvania,Associates Degree,758348.0,0.0847,5
40,5,Illinois,Associates Degree,700533.0,0.0806,5
47,7,Ohio,Associates Degree,691111.0,0.0867,5
54,6,Georgia,Associates Degree,538144.0,0.0781,5
61,9,North Carolina,Associates Degree,675145.0,0.0967,5
68,13,Michigan,Associates Degree,643446.0,0.0944,5
75,10,New Jersey,Associates Degree,401872.0,0.0654,5
82,16,Virginia,Associates Degree,448739.0,0.0777,5
89,29,Washington,Associates Degree,509353.0,0.0998,5
96,11,Arizona,Associates Degree,408312.0,0.0863,5
103,12,Tennessee,Associates Degree,334362.0,0.0729,5
110,15,Massachusetts,Associates Degree,363665.0,0.0761,5
117,14,Indiana,Associates Degree,387910.0,0.0876,5
124,18,Missouri,Associates Degree,328720.0,0.0792,5
131,26,Maryland,Associates Degree,277837.0,0.0671,5
138,22,Colorado,Associates Degree,321903.0,0.0841,5
145,17,Wisconsin,Associates Degree,429430.0,0.1086,5
152,21,Minnesota,Associates Degree,431425.0,0.1145,5
159,19,South Carolina,Associates Degree,337253.0,0.0978,5
166,20,Alabama,Associates Degree,282316.0,0.085,5
173,23,Louisiana,Associates Degree,194127.0,0.0621,5
180,25,Kentucky,Associates Degree,251136.0,0.0832,5
187,38,Oregon,Associates Degree,257692.0,0.0889,5
194,24,Oklahoma,Associates Degree,203387.0,0.0785,5
201,34,Connecticut,Associates Degree,191964.0,0.0773,5
208,27,Utah,Associates Degree,176978.0,0.097,5
215,52,Puerto Rico,Associates Degree,243011.0,0.1036,5
222,33,Nevada,Associates Degree,170718.0,0.0835,5
229,28,Iowa,Associates Degree,242125.0,0.1157,5
236,30,Arkansas,Associates Degree,143979.0,0.0716,5
243,31,Mississippi,Associates Degree,192866.0,0.0976,5
250,32,Kansas,Associates Degree,165119.0,0.0868,5
257,36,New Mexico,Associates Degree,118038.0,0.0841,5
264,35,Nebraska,Associates Degree,132185.0,0.1057,5
271,37,Idaho,Associates Degree,109602.0,0.0982,5
278,39,West Virginia,Associates Degree,94488.0,0.0734,5
285,50,Hawaii,Associates Degree,106509.0,0.1073,5
292,45,New Hampshire,Associates Degree,97663.0,0.1017,5
299,48,Maine,Associates Degree,97905.0,0.1005,5
306,42,Montana,Associates Degree,66951.0,0.0926,5
313,40,Rhode Island,Associates Degree,61743.0,0.0838,5
320,44,Delaware,Associates Degree,52636.0,0.0786,5
327,41,South Dakota,Associates Degree,66074.0,0.1154,5
334,43,North Dakota,Associates Degree,68506.0,0.1384,5
341,46,Alaska,Associates Degree,41109.0,0.0855,5
355,51,Vermont,Associates Degree,38518.0,0.0874,5
362,47,Wyoming,Associates Degree,43761.0,0.1121,5
6,1,California,Bachelors Degree,5603050.0,0.2117,6
13,2,Texas,Bachelors Degree,3534710.0,0.1949,6
20,3,Florida,Bachelors Degree,2827940.0,0.189,6
27,4,New York,Bachelors Degree,2799880.0,0.2054,6
34,8,Pennsylvania,Bachelors Degree,1701360.0,0.19,6
41,5,Illinois,Bachelors Degree,1831440.0,0.2108,6
48,7,Ohio,Bachelors Degree,1401610.0,0.1757,6
55,6,Georgia,Bachelors Degree,1324800.0,0.1923,6
62,9,North Carolina,Bachelors Degree,1395210.0,0.1998,6
69,13,Michigan,Bachelors Degree,1207830.0,0.1773,6
76,10,New Jersey,Bachelors Degree,1489650.0,0.2424,6
83,16,Virginia,Bachelors Degree,1272610.0,0.2203,6
90,29,Washington,Bachelors Degree,1144540.0,0.2243,6
97,11,Arizona,Bachelors Degree,869452.0,0.1837,6
104,12,Tennessee,Bachelors Degree,789448.0,0.1721,6
111,15,Massachusetts,Bachelors Degree,1151870.0,0.2409,6
118,14,Indiana,Bachelors Degree,749078.0,0.1691,6
125,18,Missouri,Bachelors Degree,745843.0,0.1797,6
132,26,Maryland,Bachelors Degree,891511.0,0.2154,6
139,22,Colorado,Bachelors Degree,981017.0,0.2564,6
146,17,Wisconsin,Bachelors Degree,780824.0,0.1974,6
153,21,Minnesota,Bachelors Degree,892893.0,0.237,6
160,19,South Carolina,Bachelors Degree,614156.0,0.1782,6
167,20,Alabama,Bachelors Degree,529178.0,0.1593,6
174,23,Louisiana,Bachelors Degree,490514.0,0.157,6
181,25,Kentucky,Bachelors Degree,428846.0,0.142,6
188,38,Oregon,Bachelors Degree,603359.0,0.2081,6
195,24,Oklahoma,Bachelors Degree,436601.0,0.1684,6
202,34,Connecticut,Bachelors Degree,541380.0,0.218,6
209,27,Utah,Bachelors Degree,410803.0,0.2252,6
216,52,Puerto Rico,Bachelors Degree,433178.0,0.1846,6
223,33,Nevada,Bachelors Degree,330222.0,0.1615,6
230,28,Iowa,Bachelors Degree,403801.0,0.1929,6
237,30,Arkansas,Bachelors Degree,297250.0,0.1478,6
244,31,Mississippi,Bachelors Degree,269736.0,0.1365,6
251,32,Kansas,Bachelors Degree,400938.0,0.2108,6
258,36,New Mexico,Bachelors Degree,215662.0,0.1537,6
265,35,Nebraska,Bachelors Degree,262614.0,0.2099,6
272,37,Idaho,Bachelors Degree,207179.0,0.1857,6
279,39,West Virginia,Bachelors Degree,159196.0,0.1237,6
286,50,Hawaii,Bachelors Degree,215777.0,0.2173,6
293,45,New Hampshire,Bachelors Degree,218013.0,0.227,6
300,48,Maine,Bachelors Degree,194761.0,0.1999,6
307,42,Montana,Bachelors Degree,155230.0,0.2146,6
314,40,Rhode Island,Bachelors Degree,150150.0,0.2037,6
321,44,Delaware,Bachelors Degree,124632.0,0.1862,6
328,41,South Dakota,Bachelors Degree,113870.0,0.1989,6
335,43,North Dakota,Bachelors Degree,107938.0,0.218,6
342,46,Alaska,Bachelors Degree,88058.0,0.1832,6
356,51,Vermont,Bachelors Degree,99016.0,0.2248,6
363,47,Wyoming,Bachelors Degree,68269.0,0.1748,6
7,1,California,Graduate Degree,3377680.0,0.1276,7
14,2,Texas,Graduate Degree,1885960.0,0.104,7
21,3,Florida,Graduate Degree,1643760.0,0.1098,7
28,4,New York,Graduate Degree,2185930.0,0.1604,7
35,8,Pennsylvania,Graduate Degree,1112920.0,0.1243,7
42,5,Illinois,Graduate Degree,1178590.0,0.1357,7
49,7,Ohio,Graduate Degree,853717.0,0.107,7
56,6,Georgia,Graduate Degree,832815.0,0.1209,7
63,9,North Carolina,Graduate Degree,787639.0,0.1128,7
70,13,Michigan,Graduate Degree,777341.0,0.1141,7
77,10,New Jersey,Graduate Degree,951298.0,0.1548,7
84,16,Virginia,Graduate Degree,967752.0,0.1675,7
91,29,Washington,Graduate Degree,693067.0,0.1359,7
98,11,Arizona,Graduate Degree,525074.0,0.1109,7
105,12,Tennessee,Graduate Degree,464697.0,0.1013,7
112,15,Massachusetts,Graduate Degree,937195.0,0.196,7
119,14,Indiana,Graduate Degree,423078.0,0.0955,7
126,18,Missouri,Graduate Degree,466719.0,0.1125,7
133,26,Maryland,Graduate Degree,771213.0,0.1863,7
140,22,Colorado,Graduate Degree,584117.0,0.1527,7
147,17,Wisconsin,Graduate Degree,410505.0,0.1038,7
154,21,Minnesota,Graduate Degree,466274.0,0.1238,7
161,19,South Carolina,Graduate Degree,355123.0,0.103,7
168,20,Alabama,Graduate Degree,316594.0,0.0953,7
175,23,Louisiana,Graduate Degree,263071.0,0.0842,7
182,25,Kentucky,Graduate Degree,302236.0,0.1001,7
189,38,Oregon,Graduate Degree,372561.0,0.1285,7
196,24,Oklahoma,Graduate Degree,224908.0,0.0868,7
203,34,Connecticut,Graduate Degree,434085.0,0.1748,7
210,27,Utah,Graduate Degree,209702.0,0.115,7
217,52,Puerto Rico,Graduate Degree,173705.0,0.074,7
224,33,Nevada,Graduate Degree,175469.0,0.0858,7
231,28,Iowa,Graduate Degree,194030.0,0.0927,7
238,30,Arkansas,Graduate Degree,165986.0,0.0825,7
245,31,Mississippi,Graduate Degree,165417.0,0.0837,7
252,32,Kansas,Graduate Degree,234132.0,0.1231,7
259,36,New Mexico,Graduate Degree,167857.0,0.1196,7
266,35,Nebraska,Graduate Degree,136611.0,0.1092,7
273,37,Idaho,Graduate Degree,100358.0,0.09,7
280,39,West Virginia,Graduate Degree,106202.0,0.0825,7
287,50,Hawaii,Graduate Degree,111689.0,0.1125,7
294,45,New Hampshire,Graduate Degree,137724.0,0.1434,7
301,48,Maine,Graduate Degree,115127.0,0.1182,7
308,42,Montana,Graduate Degree,76439.0,0.1057,7
315,40,Rhode Island,Graduate Degree,101968.0,0.1383,7
322,44,Delaware,Graduate Degree,89506.0,0.1337,7
329,41,South Dakota,Graduate Degree,51210.0,0.0895,7
336,43,North Dakota,Graduate Degree,40819.0,0.0825,7
343,46,Alaska,Graduate Degree,53961.0,0.1123,7
357,51,Vermont,Graduate Degree,68467.0,0.1554,7
364,47,Wyoming,Graduate Degree,38586.0,0.0988,7
